"genes","logFC","logCPM","PValue","FDR"
"IFIH1",1.80841560035066,3.06391465566369,1.0873618646374e-11,3.59807258733792e-10
"ATP13A1",-0.82541234336322,4.91928713434051,1.15995521663194e-11,3.82452617842193e-10
"ZBTB7C",2.28078063703022,2.78079517481151,1.17666476449369e-11,3.86576398877767e-10
"HLA-A",1.98627668846081,9.92308805228591,1.20080637286466e-11,3.92344500651608e-10
"PES1",-1.04407570314674,5.55484299544885,1.20275192068435e-11,3.92344500651608e-10
"SERINC2",-1.7848165215391,5.75153249778756,1.29653305118276e-11,4.20358387149623e-10
"SAFB2",-0.893825732005666,5.892262958847,1.29776912654085e-11,4.20358387149623e-10
"DDX54",-1.0900754258923,6.55702476312376,1.32100224849962e-11,4.26382445050808e-10
"ARHGAP24",1.51192364927605,4.39126728990786,1.33570616509054e-11,4.29621014428946e-10
"SUPT5H",-0.825219338249862,6.78510098904227,1.34227744874423e-11,4.30230322334431e-10
"SRRT",-0.815992786241476,5.96566299649294,1.38799026636117e-11,4.4333758542557e-10
"KAZALD1",2.54158996492955,4.78695713874705,1.39776142334385e-11,4.44913748558479e-10
"GBP4",2.28390069190044,5.60279040279642,1.52194496059758e-11,4.82771437673693e-10
"MEST",4.04581472466259,5.16779615577875,1.56749478566579e-11,4.95511495991051e-10
"MTMR2",1.09307807397694,4.23169225101316,1.62542217533485e-11,5.1206365037347e-10
"PPT1",0.999220249803781,5.36716825040717,1.64048989933814e-11,5.15046641092543e-10
"RAP2A",1.51181821968393,5.28645428305434,1.65668903629008e-11,5.18363348463688e-10
"TRAF7",-0.732809905532871,5.32003780255093,1.7450191731127e-11,5.44150216049618e-10
"ECM2",3.07014334830801,5.19603891958789,1.80365729275272e-11,5.58978412388673e-10
"SLCO3A1",1.45062080509986,4.33234814743773,1.80472430133097e-11,5.58978412388673e-10
"ILKAP",-0.812559404399445,5.20142654650944,1.87061902459048e-11,5.77443772053952e-10
"NAA25",-0.83689987276546,5.39116502480858,1.88280330269406e-11,5.79261123126511e-10
"LUM",2.9188833330162,7.12524320378264,1.91279492774778e-11,5.86526684678393e-10
"SNRNP70",-1.11798405321567,8.16493924802625,1.92321520834153e-11,5.87762681114078e-10
"SQRDL",-1.16455013706947,5.4383502809437,2.14882757936041e-11,6.54538572931669e-10
"CCPG1",-1.0996091206447,4.41285779363986,2.20761178265321e-11,6.70225108535539e-10
"GBP1",3.33021663664625,5.72624290751269,2.53275917179713e-11,7.66409592807953e-10
